naam;latijnse_naam;Waterbehoefte;Lichtbehoefte;Groeihoogte_cm;verkoopprijs_eur;standplaats;voorraad;bloeitijd;kleur;huisdier_vriendelijk;overview_image;additional_image1;additional_image2
Gatenplant Grandiflora Emerald;placeholder;Hoog;Halfschaduw;221;15.03;Tussenvariant;99;Jaarrond;Geel;Ja;agastache_maestro_coral_tag.jpg;angelonia_angelface_white_grande_25.jpg;lobelia_laguna_royale_azure_12820_tag.jpg
Gatenplant Grandiflora Ruby;placeholder;Laag;Halfschaduw;31;172.41;Buitenplanten;12;Jaarrond;Rood;Ja;scaevola_stardiva_pink_ecogrande.jpg;quaint_cottage.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg
Gatenplant Grandiflora Sapphire;placeholder;Hoog;Veel licht;162;9.36;Buitenplanten;1;Winter;Oranje;Nee;portulaca_mojave_fuchsia_co-ex_grande_25.jpg;bordeaux_2025_tag_rgb.jpg;bidens_campfire_red_ember_12816_mono.jpg
Gatenplant Grandiflora Moon;placeholder;Hoog;Schaduw;149;174.12;Tussenvariant;59;Zomer;Oranje;Ja;moonlit_lavender_basket.jpg;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;cayenne_pc-1133x1200-95d6dc9.jpg
Gatenplant Grandiflora Spirit;placeholder;Hoog;Halfschaduw;83;61.23;Tussenvariant;186;Lente;Rood;Ja;scaevola_stardiva_pink_mono.jpg;begonia_space_age_black_hole_macro_01.jpg;supertunia_mini_vista_plum_veined_ecogrande_1.jpg
Gatenplant Grandiflora Grace;placeholder;Gemiddeld;Schaduw;260;50.3;Tussenvariant;94;Zomer;Paars;Nee;love_bug.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;emerald_isle_alocasia-4640x6960-85b4e9f.jpg
Gatenplant Grandiflora Harmony;placeholder;Hoog;Halfschaduw;20;26.49;Tussenvariant;28;Winter;Groen;Nee;begonia_space_age_triton_tag.jpg;begonia_space_age_europa_tag.jpg;supertunia_mini_vista_pink_cloud_12822_tag.jpg
Gatenplant Grandiflora Wonder;placeholder;Laag;Schaduw;132;112.14;Buitenplanten;20;Winter;Wit;Ja;supertunia_mini_vista_pink_cloud_12822_tag.jpg;begonia_space_age_black_hole_mono.jpg;bidens_campfire_red_ember_12816_tag.jpg
Gatenplant Grandiflora Magic;placeholder;Laag;Halfschaduw;189;147.02;Buitenplanten;120;Jaarrond;Roze;Ja;dahlia_virtuoso_rad_raz_ecogrande_0.jpg;supertunia_blue_tiara_macro_02.jpg;dahlia_virtuoso_classy_carmine_tag.jpg
Gatenplant Grandiflora Velour;placeholder;Hoog;Schaduw;80;100.63;Kamerplanten;33;Jaarrond;Blauw;Nee;called_your_bluff_0.jpg;heliotropium_aromagica_purple_tag_0.jpg;chic_boutique_0.jpg
Gatenplant Grandiflora Crown;placeholder;Laag;Halfschaduw;20;73.85;Tussenvariant;155;Lente;Geel;Ja;dahlia_virtuoso_classy_carmine_mono.jpg;whimsy.jpg;wholesome.jpg
Gatenplant Grandiflora Bloom;placeholder;Laag;Veel licht;255;6.95;Tussenvariant;91;Herfst;Blauw;Ja;cuphea_totally_tempted_watermelon_wine_grande.jpg;superbells_magic_double_grapefruit_calibrachoa_2815_tag.jpg;begonia_space_age_europa_mono.jpg
Gatenplant Grandiflora Blush;placeholder;Gemiddeld;Halfschaduw;250;82.36;Kamerplanten;79;Jaarrond;Oranje;Ja;supertunia_mini_vista_pink_cloud_12822_tag.jpg;creative_couture.jpg;heliotropium_aromagica_purple_mono_0.jpg
Gatenplant Grandiflora Forest;placeholder;Hoog;Veel licht;258;145.12;Tussenvariant;188;Winter;Wit;Ja;dahlia_virtuoso_classy_carmine_ecogrande.jpg;warm_and_toasty.jpg;dahlia_virtuoso_rad_raz_ecogrande_0.jpg
Gatenplant Grandiflora Sky;placeholder;Laag;Veel licht;203;134.19;Tussenvariant;99;Jaarrond;Groen;Ja;dahlia_virtuoso_pinkerific_macro_02.jpg;i_got_you.jpg;dahlia_virtuoso_pinkerific_co-ex_grande.jpg
Gatenplant Grandiflora Ocean;placeholder;Gemiddeld;Halfschaduw;202;150.51;Buitenplanten;148;Zomer;Paars;Ja;portulaca_mojave_tangerine_co-ex_grande_25.jpg;begonia_space_age_europa_co-ex_grande.jpg;supertunia_blue_tiara_tag_rgb.jpg
Gatenplant Grandiflora Frost;placeholder;Hoog;Veel licht;68;168.3;Tussenvariant;22;Lente;Oranje;Nee;emerald_isle_alocasia-4640x6960-85b4e9f.jpg;saffron_sunrise_basket.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg
Gatenplant Grandiflora Summer;placeholder;Laag;Veel licht;67;178.15;Kamerplanten;181;Lente;Oranje;Nee;memories.jpg;begonia_space_age_europa_co-ex_grande.jpg;portulaca_mojave_mango_co-ex_grande.jpg
Gatenplant Grandiflora Autumn;placeholder;Hoog;Schaduw;227;50.77;Buitenplanten;159;Zomer;Geel;Nee;dahlia_virtuoso_pinkerific_co-ex_grande.jpg;;dancing_with_the_moon.jpg
Gatenplant Grandiflora Winter;placeholder;Gemiddeld;Halfschaduw;264;97.08;Buitenplanten;63;Lente;Oranje;Ja;kindness.jpg;;island_paradise-872x1200-ac7b053.jpg
Gatenplant Grandiflora Spring;placeholder;Gemiddeld;Halfschaduw;99;95.3;Kamerplanten;197;Herfst;Paars;Nee;supertunia_bermuda_beach_macro_02_25_0.jpg;;portulaca_mojave_mango_mono.jpg
Gatenplant Grandiflora Elite;placeholder;Gemiddeld;Halfschaduw;203;47.31;Buitenplanten;8;Lente;Roze;Ja;scaevola_stardiva_blue_mono.jpg;;last_night.jpg
Gatenplant Grandiflora Prime;placeholder;Laag;Veel licht;201;124.88;Tussenvariant;48;Winter;Roze;Ja;begonia_surefire_cascade_red_12825_tag.jpg;;portulaca_mojave_fuchsia_ecogrande_25.jpg
Gatenplant Grandiflora Natural;placeholder;Hoog;Halfschaduw;216;74.45;Kamerplanten;66;Herfst;Blauw;Nee;ipomoea_sweet_caroline_sweetheart_shadowstorm_12823_tag.jpg;;emerald_isle_alocasia-4640x6960-85b4e9f.jpg
Gatenplant Grandiflora Botanic;placeholder;Gemiddeld;Veel licht;97;107.33;Tussenvariant;8;Herfst;Geel;Ja;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg;;caladium_heart_to_heart_creme_brulee_12829_tag.jpg
Gatenplant Grandiflora Lush;placeholder;Gemiddeld;Halfschaduw;255;47.43;Kamerplanten;42;Jaarrond;Rood;Nee;vista_view_basket.jpg;;salvia_unplugged_red_grande.jpg
Gatenplant Grandiflora Fresh;placeholder;Hoog;Veel licht;225;109.7;Buitenplanten;41;Herfst;Groen;Ja;begonia_space_age_europa_co-ex_grande.jpg;;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg
Gatenplant Grandiflora Zen;placeholder;Laag;Halfschaduw;292;15.52;Buitenplanten;37;Winter;Paars;Ja;caladium_heart_to_heart_creme_brulee_12829_tag.jpg;portulaca_mojave_fuchsia_ecogrande_25.jpg;
Gatenplant Grandiflora Wild;placeholder;Hoog;Veel licht;80;37.7;Buitenplanten;62;Lente;Blauw;Ja;polar_peach_w-thriller_scene.jpg;coleus_colorblaze_mini_me_chartreuse_ecogrande.jpg;
Gatenplant Grandiflora Soft;placeholder;Hoog;Schaduw;32;18.06;Buitenplanten;195;Winter;Geel;Ja;supertunia_vista_cool_jazz_12821_mono.jpg;scaevola_stardiva_white_tag.jpg;
Gatenplant Grandiflora Bright;placeholder;Gemiddeld;Halfschaduw;28;26.48;Tussenvariant;122;Zomer;Groen;Nee;agastache_maestro_coral_co-ex_grande.jpg;portulaca_mojave_tangerine_tag.jpg;
Gatenplant Grandiflora Calm;placeholder;Hoog;Halfschaduw;217;86.12;Tussenvariant;0;Herfst;Paars;Nee;superbells_magic_double_grapefruit_calibrachoa_2815_tag.jpg;begonia_space_age_europa_tag.jpg;
Gatenplant Nana Select;placeholder;Hoog;Schaduw;94;129.15;Buitenplanten;128;Lente;Oranje;Ja;heliotropium_aromagica_purple_tag_0.jpg;portulaca_mojave_tangerine_co-ex_grande_25.jpg;
Gatenplant Nana Beauty;placeholder;Hoog;Schaduw;161;53.25;Buitenplanten;36;Winter;Rood;Ja;bohemian.jpg;salvia_unplugged_red_tag.jpg;
Gatenplant Nana Princess;placeholder;Laag;Halfschaduw;141;169.71;Kamerplanten;40;Herfst;Wit;Ja;hold_me_tight_recipe_in_legacy_stone_boston_urn_greige_stone_02.jpg;corner_cafe.jpg;
Gatenplant Nana King;placeholder;Laag;Schaduw;286;80.21;Buitenplanten;139;Herfst;Paars;Ja;cuphea_totally_tempted_richly_red_grande.jpg;supertunia_mini_vista_plum_veined_ecogrande_1.jpg;
Gatenplant Nana Queen;placeholder;Gemiddeld;Halfschaduw;44;15.73;Kamerplanten;81;Jaarrond;Groen;Ja;island_paradise-872x1200-ac7b053.jpg;sunshine_state_w-thriller_scene-4480x6720-a4f0068.jpg;
Gatenplant Nana Gem;placeholder;Laag;Veel licht;140;121.27;Buitenplanten;180;Winter;Paars;Ja;whisk_me_away.jpg;portulaca_mojave_fuchsia_co-ex_grande_25.jpg;
Gatenplant Nana Delight;placeholder;Laag;Halfschaduw;110;114.81;Tussenvariant;118;Zomer;Geel;Nee;supertunia_mini_vista_pink_cloud_12822_mono.jpg;kindness.jpg;
Gatenplant Nana Flame;placeholder;Laag;Veel licht;66;5.77;Buitenplanten;154;Lente;Wit;Nee;dahlia_virtuoso_classy_carmine_tag.jpg;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg;
Gatenplant Nana Mist;placeholder;Hoog;Veel licht;108;77.53;Tussenvariant;67;Jaarrond;Rood;Ja;wholesome.jpg;lobularia_white_knight_12827_mono.jpg;
Gatenplant Nana Pearl;placeholder;Hoog;Halfschaduw;172;19.48;Tussenvariant;33;Lente;Blauw;Nee;cuphea_totally_tempted_frosted_violet_grande_01_0.jpg;heliotropium_aromagica_purple_mono.jpg;
Gatenplant Nana Glow;placeholder;Laag;Schaduw;212;101.94;Buitenplanten;94;Jaarrond;Roze;Nee;style_oasis.jpg;retro_chic.jpg;
Gatenplant Nana Charm;placeholder;Laag;Halfschaduw;65;47.96;Tussenvariant;112;Herfst;Roze;Nee;ipomoea_upside_black_coffee_newtagimage.png;i_got_you.jpg;angelonia_angelface_wedgwood_pink_mono.jpg
Gatenplant Nana Dream;placeholder;Laag;Veel licht;250;176.77;Buitenplanten;52;Zomer;Paars;Ja;last_night.jpg;supertunia_blue_tiara_macro_02.jpg;i_got_you.jpg
Gatenplant Nana Classic;placeholder;Gemiddeld;Halfschaduw;66;60.04;Kamerplanten;45;Lente;Roze;Ja;jamesbrittenia_safari_lava_flow_12817_tag.jpg;tropical_twist.jpg;heliotropium_aromagica_purple_tag_0.jpg
Gatenplant Nana Royal;placeholder;Hoog;Halfschaduw;141;87.2;Buitenplanten;31;Jaarrond;Paars;Nee;american_blues.jpg;secret_weapon.jpg;agastache_maestro_coral_tag.jpg
Gatenplant Nana Sunrise;placeholder;Hoog;Veel licht;210;150.67;Tussenvariant;146;Zomer;Geel;Nee;speedster.jpg;portulaca_mojave_tangerine_tag.jpg;supertunia_bermuda_beach_macro_02_25_0.jpg
Gatenplant Nana Sunset;placeholder;Hoog;Veel licht;89;83.55;Kamerplanten;58;Herfst;Oranje;Nee;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;portulaca_mojave_mango_co-ex_grande.jpg;caladium_heart_to_heart_midnight_oil_12831_tag.jpg
Gatenplant Nana Snow;placeholder;Laag;Schaduw;106;47.0;Tussenvariant;53;Herfst;Blauw;Nee;dahlia_virtuoso_pinkerific_mono.jpg;begonia_space_age_europa_mono.jpg;cuphea_totally_tempted_watermelon_wine_grande.jpg
Gatenplant Nana Emerald;placeholder;Hoog;Veel licht;28;81.45;Buitenplanten;135;Lente;Wit;Ja;speedster.jpg;angelonia_angelface_wedgwood_pink_mono.jpg;utopia.jpg
Gatenplant Nana Ruby;placeholder;Gemiddeld;Halfschaduw;101;34.5;Tussenvariant;168;Winter;Geel;Ja;angelonia_angelface_white_ecogrande25.jpg;scaevola_stardiva_pink_ecogrande.jpg;lobelia_laguna_royale_azure_12820_tag.jpg
Gatenplant Nana Sapphire;placeholder;Hoog;Veel licht;195;166.54;Buitenplanten;145;Jaarrond;Geel;Ja;dahlia_virtuoso_dayglo_yellow_tag.jpg;creative_couture.jpg;lobelia_laguna_royale_lilac_12818_mono.jpg
Gatenplant Nana Moon;placeholder;Hoog;Veel licht;58;86.64;Buitenplanten;150;Zomer;Rood;Ja;portulaca_mojave_mango_co-ex_grande.jpg;vista_view.jpg;dahlia_virtuoso_dayglo_yellow_grande.jpg
Gatenplant Nana Spirit;placeholder;Gemiddeld;Schaduw;257;71.27;Buitenplanten;34;Herfst;Oranje;Nee;pixie_powder_with_thriller_scene.jpg;agastache_maestro_coral_co-ex_grande.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg
Gatenplant Nana Grace;placeholder;Gemiddeld;Schaduw;88;79.83;Tussenvariant;172;Herfst;Rood;Nee;eclectic_elegance.jpg;i_got_you.jpg;scaevola_whirlwind_white_12305_mono.jpg
Gatenplant Nana Harmony;placeholder;Hoog;Halfschaduw;68;49.9;Tussenvariant;167;Herfst;Blauw;Nee;heliotropium_aromagica_purple_tag.jpg;coleus_colorblaze_mini_me_chartreuse_mono.jpg;portulaca_mojave_fuchsia_tag_25.jpg
Gatenplant Nana Wonder;placeholder;Laag;Schaduw;170;130.24;Buitenplanten;133;Herfst;Wit;Ja;moonlit_lavender_basket.jpg;wholesome.jpg;fruitful_0.jpg
Gatenplant Nana Magic;placeholder;Hoog;Schaduw;90;32.77;Tussenvariant;3;Zomer;Groen;Nee;scaevola_stardiva_blue_tag.jpg;portulaca_mojave_tangerine_co-ex_grande_25.jpg;warm_and_toasty.jpg
Gatenplant Nana Velour;placeholder;Gemiddeld;Veel licht;38;63.26;Kamerplanten;28;Winter;Oranje;Ja;alocasia_heart_to_heart_emerald_isle_mono.jpg;begonia_space_age_triton_macro_03.jpg;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg
Gatenplant Nana Crown;placeholder;Gemiddeld;Veel licht;223;89.74;Buitenplanten;111;Lente;Geel;Nee;nature_reserve-975x1200-ecebb22.jpg;im_in_heaven.jpg;secret_weapon.jpg
Gatenplant Nana Bloom;placeholder;Laag;Veel licht;214;84.76;Kamerplanten;104;Jaarrond;Wit;Ja;gigi.jpg;polar_peach_w-thriller_scene.jpg;salvia_unplugged_white_mono.jpg
Gatenplant Nana Blush;placeholder;Gemiddeld;Veel licht;296;19.98;Kamerplanten;134;Jaarrond;Groen;Ja;nemesia_bluebird_mono.jpg;shade_garden_-cinnamon_toast.png;scaevola_stardiva_pink_mono.jpg
Gatenplant Nana Forest;placeholder;Laag;Schaduw;88;68.84;Kamerplanten;93;Winter;Geel;Nee;rockapulco_rose_0_0.jpg;superbells_magic_double_grapefruit_calibrachoa_2815_tag.jpg;eclectic_elegance.jpg
Gatenplant Nana Sky;placeholder;Laag;Veel licht;170;102.28;Kamerplanten;152;Lente;Rood;Ja;bohemian.jpg;vista_view.jpg;heart_pounding.jpg
Gatenplant Nana Ocean;placeholder;Hoog;Schaduw;111;117.22;Tussenvariant;156;Lente;Blauw;Ja;coleus_colorblaze_mini_me_chartreuse_tag.jpg;guaranteed_success.jpg;dahlia_virtuoso_pinkerific_mono.jpg
Gatenplant Nana Frost;placeholder;Gemiddeld;Schaduw;225;171.08;Kamerplanten;48;Zomer;Roze;Ja;scaevola_stardiva_blue_co-ex_grande.jpg;supertunia_vista_cool_jazz_12821_mono.jpg;guaranteed_success.jpg
Gatenplant Nana Summer;placeholder;Laag;Schaduw;196;62.47;Kamerplanten;157;Zomer;Paars;Ja;portulaca_mojave_mango_ecogrande.jpg;dahlia_virtuoso_classy_carmine_tag.jpg;supertunia_mini_vista_plum_veined_grande_01.jpg
Gatenplant Nana Autumn;placeholder;Laag;Halfschaduw;150;170.99;Kamerplanten;137;Winter;Oranje;Ja;ipomoea_sweet_caroline_sweetheart_shadowstorm_12823_mono.jpg;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;saffron_sunrise_basket.jpg
Gatenplant Nana Winter;placeholder;Laag;Schaduw;59;157.55;Buitenplanten;68;Lente;Groen;Nee;supertunia_blue_tiara_tag_rgb.jpg;berry_express.jpg;supertunia_blue_tiara_mono.jpg
Gatenplant Nana Spring;placeholder;Laag;Halfschaduw;183;82.22;Kamerplanten;180;Zomer;Rood;Nee;angelonia_angelface_white_tag.jpg;scaevola_stardiva_white_mono.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25.jpg
Gatenplant Nana Elite;placeholder;Hoog;Halfschaduw;44;6.42;Kamerplanten;191;Zomer;Roze;Nee;scaevola_whirlwind_white_12305_tag.jpg;carex_graceful_grasses_toffee_twist_ecogrande25.jpg;lobelia_laguna_royale_azure_12820_tag.jpg
Gatenplant Nana Prime;placeholder;Gemiddeld;Schaduw;76;104.18;Tussenvariant;5;Lente;Paars;Nee;scaevola_stardiva_pink_co-ex_grande.jpg;heart_pounding.jpg;portulaca_mojave_tangerine_mono25.jpg
Gatenplant Nana Natural;placeholder;Laag;Veel licht;122;124.64;Buitenplanten;51;Lente;Paars;Nee;im_in_heaven.jpg;speedster.jpg;
Gatenplant Nana Botanic;placeholder;Gemiddeld;Schaduw;276;61.05;Kamerplanten;127;Lente;Rood;Ja;begonia_space_age_europa_tag.jpg;heliotropium_aromagica_purple_mono.jpg;
Gatenplant Nana Lush;placeholder;Hoog;Schaduw;169;95.28;Kamerplanten;3;Winter;Rood;Nee;begonia_space_age_europa_mono.jpg;angelonia_angelface_white_grande_25.jpg;
Gatenplant Nana Fresh;placeholder;Laag;Schaduw;57;149.61;Tussenvariant;4;Jaarrond;Roze;Ja;creative_couture.jpg;whimsy.jpg;
Gatenplant Nana Zen;placeholder;Hoog;Schaduw;154;76.46;Buitenplanten;145;Zomer;Paars;Ja;lobelia_laguna_royale_lilac_12818_tag.jpg;im_in_heaven.jpg;
Gatenplant Nana Wild;placeholder;Hoog;Veel licht;142;108.51;Tussenvariant;138;Winter;Rood;Ja;supertunia_bermuda_beach_tag_25.jpg;begonia_space_age_black_hole_mono.jpg;
Gatenplant Nana Soft;placeholder;Laag;Schaduw;233;172.37;Tussenvariant;124;Winter;Blauw;Nee;begonia_space_age_triton_tag.jpg;salvia_unplugged_white_mono.jpg;guaranteed_success.jpg
Gatenplant Nana Bright;placeholder;Gemiddeld;Halfschaduw;194;77.21;Buitenplanten;53;Lente;Paars;Nee;dancing_with_the_moon.jpg;portulaca_mojave_fuchsia_tag_25.jpg;carex_graceful_grasses_toffee_twist_co-ex_grande25_0.jpg
Gatenplant Nana Calm;placeholder;Laag;Veel licht;102;129.32;Tussenvariant;154;Zomer;Geel;Nee;nemesia_bluebird_tag.jpg;dahlia_virtuoso_rad_raz_mono.jpg;tell_it_to_my_heart-925x1200-7c361cb.jpg
Gatenplant Aurea Select;placeholder;Laag;Veel licht;269;73.91;Buitenplanten;19;Herfst;Paars;Nee;portulaca_mojave_mango_co-ex_grande.jpg;;angelonia_angelface_white_mono.jpg
Gatenplant Aurea Beauty;placeholder;Hoog;Veel licht;129;55.11;Tussenvariant;177;Zomer;Blauw;Nee;scaevola_stardiva_white_mono.jpg;;ipomoea_sweet_caroline_sweetheart_shadowstorm_12823_tag.jpg
Gatenplant Aurea Princess;placeholder;Hoog;Schaduw;49;56.45;Buitenplanten;123;Zomer;Oranje;Ja;only_vogue.jpg;;lobelia_laguna_royale_lilac_12818_tag.jpg
Gatenplant Aurea King;placeholder;Laag;Schaduw;256;155.93;Kamerplanten;110;Herfst;Roze;Nee;dahlia_virtuoso_dayglo_yellow_grande.jpg;;lobelia_laguna_royale_pink_12819_tag.jpg
Gatenplant Aurea Queen;placeholder;Laag;Schaduw;165;103.73;Buitenplanten;72;Zomer;Oranje;Nee;bidens_campfire_red_ember_12816_mono.jpg;;cuphea_totally_tempted_richly_red_mono.jpg
Gatenplant Aurea Gem;placeholder;Laag;Veel licht;285;21.02;Kamerplanten;138;Lente;Wit;Ja;sunshine_state_w-thriller_scene-4480x6720-a4f0068.jpg;;scaevola_stardiva_pink_ecogrande.jpg
Gatenplant Aurea Delight;placeholder;Hoog;Veel licht;147;73.16;Tussenvariant;76;Winter;Rood;Ja;begonia_surefire_cascade_red_12825_mono.jpg;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;scaevola_stardiva_blue_co-ex_grande.jpg
Gatenplant Aurea Flame;placeholder;Gemiddeld;Halfschaduw;86;102.48;Buitenplanten;94;Herfst;Blauw;Ja;berry_express.jpg;guaranteed_success.jpg;dahlia_virtuoso_pinkerific_mono.jpg
Gatenplant Aurea Mist;placeholder;Hoog;Veel licht;247;98.46;Buitenplanten;150;Herfst;Groen;Nee;lobularia_white_knight_12827_tag.jpg;sip_and_savor.jpg;kindness.jpg
Gatenplant Aurea Pearl;placeholder;Laag;Schaduw;222;102.15;Buitenplanten;156;Zomer;Wit;Ja;dahlia_virtuoso_vibrant_violet_tag.jpg;dahlia_virtuoso_classy_carmine_ecogrande_0.jpg;supertunia_mini_vista_plum_veined_mono.jpg
Gatenplant Aurea Glow;placeholder;Gemiddeld;Schaduw;278;173.27;Buitenplanten;0;Jaarrond;Blauw;Nee;pixie_powder_with_thriller_scene.jpg;begonia_surefire_cascade_red_12825_mono.jpg;gigi.jpg
Gatenplant Aurea Charm;placeholder;Gemiddeld;Halfschaduw;233;86.22;Kamerplanten;21;Zomer;Paars;Ja;creative_couture.jpg;love_bug.jpg;crisp_and_clean.jpg
Gatenplant Aurea Dream;placeholder;Hoog;Veel licht;156;8.83;Buitenplanten;121;Zomer;Blauw;Ja;jamesbrittenia_safari_lava_flow_12817_mono.jpg;sip_and_savor.jpg;pixie_powder_with_thriller_scene.jpg
Gatenplant Aurea Classic;placeholder;Laag;Veel licht;79;156.53;Buitenplanten;16;Herfst;Oranje;Ja;portulaca_mojave_mango_tag.jpg;superbells_magic_double_grapefruit_calibrachoa_2815_tag.jpg;scaevola_stardiva_blue_ecogrande.jpg
Gatenplant Aurea Royal;placeholder;Gemiddeld;Halfschaduw;260;32.44;Kamerplanten;89;Zomer;Roze;Ja;salvia_unplugged_white_grande.jpg;capri_berry-1200x983-1a8c6ff.jpg;style_oasis.jpg
Gatenplant Aurea Sunrise;placeholder;Laag;Schaduw;45;189.26;Tussenvariant;145;Herfst;Wit;Ja;voice_of_an_angel_-4701x4443-1a19375.jpg;whimsy.jpg;chic_boutique_0.jpg
Gatenplant Aurea Sunset;placeholder;Gemiddeld;Schaduw;248;26.52;Kamerplanten;62;Zomer;Roze;Ja;agastache_maestro_coral_co-ex_grande.jpg;scaevola_stardiva_white_tag.jpg;crisp_and_clear.jpg
Gatenplant Aurea Snow;placeholder;Laag;Halfschaduw;125;43.21;Buitenplanten;24;Herfst;Blauw;Nee;fashion_canvas_0.jpg;supertunia_mini_vista_plum_veined_grande_01.jpg;ipomoea_upside_key_lime_newtagimage.png
Gatenplant Aurea Emerald;placeholder;Gemiddeld;Veel licht;158;137.31;Kamerplanten;24;Zomer;Paars;Nee;yard_makeover_121-600x400-d9c3bb2.jpg;saffron_sunrise_basket.jpg;speedster.jpg
Gatenplant Aurea Ruby;placeholder;Gemiddeld;Schaduw;259;182.2;Buitenplanten;196;Lente;Rood;Nee;fashion_canvas_0.jpg;memories.jpg;cuphea_totally_tempted_frosted_violet_grande_01.jpg
Gatenplant Aurea Sapphire;placeholder;Gemiddeld;Veel licht;229;151.79;Kamerplanten;157;Zomer;Oranje;Ja;portulaca_mojave_mango_tag.jpg;bold_symphony.png;lobelia_laguna_royale_azure_12820_tag.jpg
Gatenplant Aurea Moon;placeholder;Hoog;Schaduw;254;7.28;Buitenplanten;188;Zomer;Groen;Nee;kindness.jpg;sunshine_state_w-thriller_scene-4480x6720-a4f0068.jpg;dahlia_virtuoso_pinkerific_tag_0.jpg
Gatenplant Aurea Spirit;placeholder;Gemiddeld;Veel licht;298;149.82;Buitenplanten;152;Winter;Paars;Nee;cuphea_totally_tempted_watermelon_wine_ecogrande.jpg;tropical_twist.jpg;cuphea_totally_tempted_frosted_violet_co-ex_grande_01.jpg
Gatenplant Aurea Grace;placeholder;Gemiddeld;Halfschaduw;233;104.42;Buitenplanten;151;Lente;Wit;Nee;salvia_unplugged_red_ecogrande.jpg;whimsy.jpg;twilight_fireworks.png
Gatenplant Aurea Harmony;placeholder;Gemiddeld;Schaduw;177;113.02;Kamerplanten;132;Herfst;Wit;Ja;dahlia_virtuoso_pinkerific_tag.jpg;dahlia_virtuoso_classy_carmine_tag.jpg;dahlia_virtuoso_vibrant_violet_mono.jpg
Gatenplant Aurea Wonder;placeholder;Laag;Schaduw;281;7.75;Buitenplanten;4;Zomer;Geel;Ja;angelonia_angelface_white_grande_25.jpg;scaevola_stardiva_blue_ecogrande.jpg;supertunia_mini_vista_pink_cloud_12822_mono.jpg
Gatenplant Aurea Magic;placeholder;Gemiddeld;Halfschaduw;197;53.0;Buitenplanten;169;Zomer;Paars;Ja;dahlia_virtuoso_rad_raz_grande.jpg;scaevola_stardiva_white_ecogrande.jpg;supertunia_mini_vista_pink_cloud_12822_tag.jpg
Gatenplant Aurea Velour;placeholder;Gemiddeld;Veel licht;297;76.29;Buitenplanten;72;Jaarrond;Geel;Nee;secret_cove.jpg;heliotropium_aromagica_purple_tag_0.jpg;angelonia_angelface_white_tag.jpg
Gatenplant Aurea Crown;placeholder;Gemiddeld;Veel licht;24;50.5;Tussenvariant;138;Jaarrond;Blauw;Nee;retreat.jpg;portulaca_mojave_fuchsia_ecogrande_25.jpg;salvia_unplugged_white_tag.jpg
Gatenplant Aurea Bloom;placeholder;Gemiddeld;Schaduw;28;8.0;Buitenplanten;174;Herfst;Wit;Nee;heliotropium_aromagica_purple_mono_0.jpg;heliotropium_aromagica_purple_tag.jpg;scaevola_stardiva_white_tag.jpg
Gatenplant Aurea Blush;placeholder;Gemiddeld;Halfschaduw;220;114.43;Kamerplanten;161;Zomer;Blauw;Ja;dahlia_virtuoso_vibrant_violet_ecogrande.jpg;alocasia_heart_to_heart_emerald_isle_mono.jpg;supertunia_bermuda_beach_ecogrande_25.jpg
Gatenplant Aurea Forest;placeholder;Laag;Schaduw;63;49.79;Buitenplanten;41;Lente;Blauw;Ja;scaevola_stardiva_white_tag.jpg;supertunia_bermuda_beach_ecogrande_25.jpg;vista_view.jpg
Gatenplant Aurea Sky;placeholder;Laag;Schaduw;224;62.49;Tussenvariant;5;Lente;Oranje;Ja;dahlia_virtuoso_dayglo_yellow_ecogrande.jpg;moonlit_lavender_basket.jpg;carex_graceful_grasses_toffee_twist_ecogrande25.jpg
Gatenplant Aurea Ocean;placeholder;Gemiddeld;Halfschaduw;272;187.5;Buitenplanten;177;Zomer;Wit;Ja;phlox_southern_blaze_bright_pink_12828_mono.jpg;retro_chic.jpg;retreat.jpg
Gatenplant Aurea Frost;placeholder;Laag;Veel licht;20;69.98;Kamerplanten;95;Jaarrond;Blauw;Nee;fashion_canvas_0.jpg;begonia_space_age_europa_tag.jpg;scaevola_stardiva_white_co-ex_grande.jpg
Gatenplant Aurea Summer;placeholder;Hoog;Halfschaduw;174;139.49;Buitenplanten;146;Herfst;Blauw;Nee;angelonia_angelface_white_mono_25.jpg;begonia_space_age_triton_mono.jpg;wholesome.jpg
